"Water Quality
Station Code",Name or Location of Monitoring Station,State/UT,"Type of Water
Body","Frequency of
Monitoring",Latitude,Longitude,
2208,"BORPUKHURI, NAZIRA, ASSAM",ASSAM,POND,MONTHLY,26.98035,94.634636,
2209,"GAURISAGAR TANK, GAURISAGAR, ASSAM",ASSAM,POND,MONTHLY,26.943433,94.539514,
2210,"RAJMAW PUKHURI, JORHAT, ASSAM",ASSAM,POND,MONTHLY,26.755125,94.209599,
2211,"PADUMPUKHURI, TEZPUR, ASSAM",ASSAM,POND,MONTHLY,26.622356,92.792886,
2212,"GOPHUR TANK, GOPHUR, ASSAM",ASSAM,POND,MONTHLY,26.883105,93.615453,
2213,"JAIPAL PUKHURI, SIPAJHAR, ASSAM",ASSAM,POND,MONTHLY,26.42838,91.889031,
2214,"BOTODRIVA SATRA POND, NAGAON, ASSAM",ASSAM,POND,MONTHLY,26.331139,92.68575,
2215,"SARAN BEEL, ASSAM",ASSAM,POND,MONTHLY,26.233911,92.300531,
2216,"DIGHALI PUKHURI, GUWAHATI, ASSAM",ASSAM,POND,MONTHLY,26.187326,91.751182,
2217,"SUBHAGYA KUNDA POND KAMAKHYA TEMPLE, GUWAHATI, 
ASSAM",ASSAM,POND,MONTHLY,26.166621,91.705616,
2218,"DEEPAR BEEL AT BORAGAON NEAR IASST, GUWAHATI, ASSAM",ASSAM,LAKE,MONTHLY,26.108294,91.674043,
2219,"BISHNU PUSKAR PUKHURI OF HAYAGRIB MADHAB TEMPLE, HAJO, 
ASSAM",ASSAM,POND,MONTHLY,26.244314,91.525994,
2220,"CHAND DUBI BEEL, CHAND DUBI, ASSAM",ASSAM,POND,MONTHLY,25.876033,91.418567,
2221,"GANGA PUKHURI, NALBARI (GORDON SCHOOL), ASSAM",ASSAM,POND,MONTHLY,26.375677,91.454077,
2222,"RAJADINIA PUKHURI AT ABHAYAPURI, ASSAM",ASSAM,POND,MONTHLY,26.321125,90.660519,
2223,"MAHAMAYA MANDIR PUKHURI, ASSAM",ASSAM,POND,MONTHLY,26.213095,90.120341,
2224,"RAJAPUKHURI AT GAURIPUR, ASSAM",ASSAM,POND,MONTHLY,26.093677,89.960368,
2225,"BASKANDI POND INSIDE THE BASKANDI MADRASA, BASKANDI, 
ASSAM",ASSAM,POND,MONTHLY,24.808267,92.916244,
2226,"SIVASAGAR POND (BORPUKHURI) NEAR SIVADOL, ASSAM",ASSAM,POND,MONTHLY,26.9919,94.632189,
2227,"HORDAI PUKHURI, CHARAIDEW, ASSAM",ASSAM,POND,MONTHLY,26.948914,94.871519,
2228,"GALA BEEL AT DERGAON, ASSAM",ASSAM,POND,MONTHLY,26.696861,93.984838,
2229,"KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA, ASSAM",ASSAM,RIVER,MONTHLY,27.832518,95.672347,
2230,"BURHIDIHING RIVER AT DULIAJAN (INTAKE POINT OF OIL INDIA
LTD.), ASSAM",ASSAM,RIVER,MONTHLY,27.320585,95.308605,
2231,"DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR, ASSAM",ASSAM,RIVER,MONTHLY,26.975605,94.630335,
2232,"KOHORA RIVER AT N.H. CROSSING, KOHORA, ASSAM
(BRAHMAPUTRA)",ASSAM,RIVER,MONTHLY,26.602234,93.403253,
2233,"BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR, ASSAM",ASSAM,RIVER,MONTHLY,27.358877,94.181102,
2234,"RANGA NADI D/S OF HYDEL PROJECT, ASSAM",ASSAM,RIVER,MONTHLY,27.342717,93.816486,
2235,"PANCHNAI RIVER AT NH-52 CROSSING, ORANG, ASSAM",ASSAM,RIVER,MONTHLY,26.699918,92.335305,
2236,"KAPILI RIVER AT DHARMTUL BRIDGE, NH-31, NAGAON, ASSAM",ASSAM,RIVER,MONTHLY,26.165759,92.353897,
2237,"KOLONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, 
NAGAON, ASSAM",ASSAM,RIVER,MONTHLY,26.349206,92.68035,
2238,"BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD, ASSAM",ASSAM,RIVER,MONTHLY,26.493169,90.917841,
2239,"SANKOSH RIVER, DHUBRI, ASSAM",ASSAM,RIVER,MONTHLY,26.311379,89.831334,
2240,"BARAK RIVER AT D/S OF SILCHAR, ASSAM",ASSAM,RIVER,MONTHLY,24.786736,92.813553,
2241,"SONAI RIVER AT SONAI, ASSAM",ASSAM,RIVER,MONTHLY,24.735544,92.889269,
2242,"KUSHIARA RIVER AT KARIMGANJ, ASSAM",ASSAM,RIVER,MONTHLY,24.870906,92.376439,
2243,"GROUND WATER FROM LEDO, MARGHERITA, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,27.28822,95.680737,
2244,"GROUND WATER FROM NAZIRA, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.92,94.73,
2245,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR,ASSAM,GROUND WATER,HALF-YEARLY,26.5885,93.748586,
,"COLONY), ASSAM",,,,,,
2246,"GROUND WATER FROM SEMENCHAPARI, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.200386,92.937992,
2247,"GROUND WATER FROM SILAPATHAR, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,27.595294,94.724003,
2248,"GROUND WATER FROM LAKHIMPUR TOWN, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,27.224728,94.107373,
2249,"GROUND WATER FROM TEZPUR (MISSION CHARIALI), ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.65285,92.792558,
2250,"GROUND WATER FROM NAGAON (PANIGAON), ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.350383,92.679592,
2251,"GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT
DISCHARGE POINT, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.1277,92.215749,
2252,"GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-
GUWAHATI, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.105147,91.712525,
2253,"GROUND WATER FROM NALBARI, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.444617,91.441053,
2254,"GROUND WATER FROM BARPETA ROAD(RLY STATION), ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.5,90.97,
2255,"GROUND WATER NEAR BPRL, DHALIGAON, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.515756,90.532872,
2256,"GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ), 
ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.403904,90.262979,
2257,"GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ), 
ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.026696,89.970706,
2258,"GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ), 
ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,26.170647,90.626604,
2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE), ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,25.84274,93.425589,
2260,"GROUND WATER FROM HAMREN, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,25.847217,92.574292,
2261,"GROUND WATER FROM HAFLONG, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,25.163311,93.012825,
2262,"GROUND WATER FROM KARIMGANJ (COLLEGE), ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,24.866553,92.367203,
2263,"GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ), 
ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,24.681103,92.563806,
2264,"GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER
MILL, ASSAM",ASSAM,GROUND WATER,HALF-YEARLY,24.861042,92.596669,
3759,"DIKRONG RIVER NEAR BRIDGE AT NH-52, BANDARDEWA",ASSAM,RIVER,MONTHLY,27.101722,93.838085,
3760,"BAROI RIVER, NEAR BRIDGE AT NH-52, BISWANATH DISTRICT",ASSAM,RIVER,MONTHLY,26.672611,93.165882,
3761,GROUND WATER FROM BISWANATH CHARIALI TOWN,ASSAM,GROUND WATER,HALF-YEARLY,26.677976,93.140501,
3762,"GROUND WATER NEAR MUNICIPAL WASTE PROCESSING FACILITY, 
MORABHARLI, TEZPUR",ASSAM,GROUND WATER,HALF-YEARLY,26.848659,92.839577,
3763,"GABHARU RIVER NEAR BRIDGE AT NH-52, NEAR TUMIUKI, 
SONITPUR",ASSAM,RIVER,MONTHLY,26.779777,92.836601,
3764,"DHANSIRI RIVER NEAR BRIDGE AT NH-15, DHANSIRI BHALUKMARI
JUNGLE, UDALGURI",ASSAM,RIVER,MONTHLY,26.695365,92.256473,
3765,"BEGA RIVER, MG ROAD, MANGALDOI",ASSAM,RIVER,MONTHLY,26.407684,92.076405,
3766,GROUND WATER FROM MANGALDOI TOWN,ASSAM,GROUND WATER,HALF-YEARLY,26.402321,92.050237,
3767,"NUWA NOI RIVER, NEAR BRIDGE OVER BOINAOJA PARA, 
MANGALDOI",ASSAM,RIVER,MONTHLY,26.445342,91.99591,
3768,KAKODONGA RIVER AT NH-37 CROSSING,ASSAM,RIVER,MONTHLY,24.807581,93.110125,
3769,"BHOGDOI RIVER (PUJADUBI GHAT) INTAKE POINT OF URBAN
WATER SUPPLY, JORHAT",ASSAM,RIVER,MONTHLY,26.769318,94.214555,
3770,"GROUND WATER NEAR GARMUR RECREATION GROUND, JORHAT",ASSAM,GROUND WATER,HALF-YEARLY,26.754909,94.234144,
3771,"GROUND WATER FROM TITABAR URBAN WATER SUPPLY, TITABAR",ASSAM,GROUND WATER,HALF-YEARLY,26.587406,94.186207,
3772,BORPUKHURI AT SONARI,ASSAM,POND,MONTHLY,27.063845,94.954788,
3773,TOWKAK RIVER AT SONARI,ASSAM,RIVER,MONTHLY,27.027341,95.031297,
3774,SUFFRY RIVER AT MAIBELLA,ASSAM,RIVER,MONTHLY,26.990307,94.935319,
3775,TENGA PUKHURI AT TENGAPUKHURI,ASSAM,RIVER,MONTHLY,26.926567,94.821223,
3776,"DIKHOW RIVER AT NAGINI MORA (INTER-STATE BOUNDARIES, 
ASSAM-NAGALAND)",ASSAM,RIVER,MONTHLY,26.814742,94.805697,
3777,"DORIKA RIVER NEAR MSW DUMPING SITE, SIVASAGAR",ASSAM,RIVER,MONTHLY,26.996006,94.636585,
3778,"DIKHOW RIVER AT DIKHOMUKH CONFLUENCE WITH 
BRAHAMPUTRA",ASSAM,RIVER,MONTHLY,26.999059,94.468503,
3779,"GROUND WATER FROM GARMUR, MAJULI",ASSAM,GROUND WATER,HALF-YEARLY,26.931679,94.173072,
3780,"SESSA RIVER NEAR SESSA TINIALI, NH BRIDGE, DIBRUGARH",ASSAM,RIVER,MONTHLY,27.474592,94.914846,
3781,"BRAHAMPUTRA RIVER AT BOGIBEEL BRIDGE, BOGIBEEL, 
DIBRUGARH",ASSAM,RIVER,MONTHLY,27.412578,94.757007,
3782,"NIZ KODOMONI PWSS COMPLEX, DIBRUGARH",ASSAM,RIVER,MONTHLY,27.472746,94.935909,
3783,"MAGURI BEEL, GUIJAN, TINSUKIA",ASSAM,RIVER,MONTHLY,27.578879,95.328004,
3784,"TINGRAI RIVER NEAR TINSUKIA MSW DUMPING SITE, ITAKHOLA",ASSAM,RIVER,MONTHLY,27.429641,95.321133,
3785,"BORBEEL NO. 1 , RAM NAGAR, DIGBOI, PUBLIC WATER SUPPLY, 
TINSUKIA",ASSAM,RIVER,MONTHLY,27.456531,95.411636,
3786,"GAI NADI/ RIVER AT SOMARAJAN, DHEMAJI",ASSAM,RIVER,MONTHLY,27.467718,94.557012,
3787,"HOLUDUNGA BEEL NEAR GAI NADI/ RIVER AT SOMARAJAN, 
DHEMA JI",ASSAM,RIVER,MONTHLY,27.644285,94.691039,
3788,"JIADHAL RIVER/ KUMOTIYA RIVER NEAR JIADHAL BRIDGE, DHEMAJI",ASSAM,RIVER,MONTHLY,27.432271,94.709184,
3789,"BORDOIBAM BEELMUKH BIRD SANCTUARY, DHEMAJI",ASSAM,RIVER,MONTHLY,27.327788,94.339309,
3790,"GROUND WATER NEAR GOGAMUKH PUBLIC WATER SUPPLY
SCHEME, GOGAMUKH, DHEMAJI",ASSAM,GROUND WATER,HALF-YEARLY,27.441809,94.292867,
3791,"KALIANI RIVER NEAR KANAIGHAT BRIDGE, KANAIGHAT",ASSAM,RIVER,MONTHLY,26.583602,93.754972,
3792,DHANSIRI RIVER AT JAHAIGHAT,ASSAM,RIVER,MONTHLY,25.234537,92.847473,
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS, RUPJYOTI COLONY",ASSAM,GROUND WATER,HALF-YEARLY,26.522866,93.961134,
,"(NAGABALI) MUNICIPALITY DUMPING SITE, GOLAGHAT",,,,,,
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT BOSAGAON NEAR BY THE 
ATHKHALIA, NAMGHAR, PO: PULIKAITONI",ASSAM,GROUND WATER,HALF-YEARLY,26.471975,94.098619,
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME SCHOOL, GOROUNGA
TINIALI, FURKATING",ASSAM,GROUND WATER,HALF-YEARLY,26.458711,93.981235,
3796,"KUJI RIVER (NEAR NEW BOGAGIGAON) NEAR WATER INTAKE POINT
FOR NF RAILWAY",ASSAM,RIVER,MONTHLY,26.513284,90.510125,
3797,MANAS RIVER (SANTOSHPUR) NEAR LENGTISINGA,ASSAM,RIVER,MONTHLY,26.32217,90.73856,
3798,SAMAGURI BEEL IN NAGAON DISTRICT,ASSAM,RIVER,MONTHLY,26.347108,92.68831,
3799,KILLING RIVER IN MORIGAON DISTRICT,ASSAM,RIVER,MONTHLY,26.291854,92.324822,
3800,MALINI BEEL NEAR INDUTRIAL AREA AT RAMNAGAR,ASSAM,RIVER,MONTHLY,24.845637,92.770562,
3801,"GROUND WATER FROM MEHEPUR TRENCHING GROUND,
MEHERPUR, CACHAR",ASSAM,GROUND WATER,HALF-YEARLY,24.781654,92.853933,
3802,"GROUND WATER FROM MEHEPUR NEAR A CLUSTER OF NURSING
HOME & DIAGNOSTIC CENTRE, MEHERPUR, CACHAR",ASSAM,GROUND WATER,HALF-YEARLY,24.798461,92.797513,
3803,"MADHURA RIVER AT MADHURAGHAT, CACHAR",ASSAM,RIVER,MONTHLY,24.86051,92.853024,
3804,SON BEEL WATER AT KARIMGANJ,ASSAM,LAKE,MONTHLY,24.689305,92.432391,
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL AREA AT
BADARPUR GHAT, KARIMGANJ",ASSAM,GROUND WATER,HALF-YEARLY,24.864102,92.358579,
3806,POND WATER FROM RAMKRISHNA MISSION AT HAILAKANDI,ASSAM,POND,MONTHLY,24.674821,92.561422,
3807,DIGARU RIVER AT NH CROSSING,ASSAM,RIVER,MONTHLY,26.120322,91.977702,
3808,PARASHALI BEEL AT DEMORIA,ASSAM,RIVER,MONTHLY,26.135742,92.073475,
3809,JORPUKHURI AT UZANBAZAR (UGRATALA TEMPLE),ASSAM,POND,MONTHLY,26.19194,91.748766,
3810,KULSI RIVER AT CHAYGAON NEAR NH37 CROSSING,ASSAM,RIVER,MONTHLY,26.047084,91.388644,
3811,PUTHIMARI RIVER NEAR PUTHIMARI CHOWK AT NH CROSSING,ASSAM,RIVER,MONTHLY,26.448259,91.564715,
3812,"KAMALPUR BEEL, KAMALPUR",ASSAM,RIVER,MONTHLY,26.345545,91.677656,
3813,"GROUND WATER FROM BONDA, GUWAHATI",ASSAM,GROUND WATER,HALF-YEARLY,26.167846,91.829173,
3814,"SILSAKO BEEL, CHACHAL, GUWAHATI",ASSAM,RIVER,MONTHLY,26.185816,91.741047,
3815,"GROUND WATER FROM KHANAPARA, GUWAHATI",ASSAM,GROUND WATER,HALF-YEARLY,26.124278,91.809578,
3816,"GROUND WATER FROM BASISTHA, GUWAHATI",ASSAM,GROUND WATER,HALF-YEARLY,26.105895,91.788621,
3817,"GROUND WATER FROM KAHILIPARA, GUWAHATI",ASSAM,GROUND WATER,HALF-YEARLY,26.162529,91.759013,
3818,"GROUND WATER FROM MALIGAON, GUWAHATI",ASSAM,GROUND WATER,HALF-YEARLY,26.172514,91.687694,
3819,"SORU SOLA BEEL, PALTAN BAZAR, GUWAHATI",ASSAM,RIVER,MONTHLY,26.17884,91.752905,
3820,"BORSOLA BEEL, SARABBHATTI, GUWAHATI",ASSAM,RIVER,MONTHLY,26.173177,91.746326,
3821,"DIPLAI BEEL AT SILGARA, KOKRAJHAR",ASSAM,RIVER,MONTHLY,26.236174,90.300305,
4001,GROUND WATER FROM PANJABARI,ASSAM,GROUND WATER,HALF-YEARLY,26.131082,91.821186,
4002,GROUND WATER FROM SANTIPUR,ASSAM,GROUND WATER,HALF-YEARLY,26.168679,91.728525,
4003,GROUND WATER FROM TEZPUR COLLEGIATE HIGH SCHOOL,ASSAM,GROUND WATER,HALF-YEARLY,26.640064,92.817174,
4004,BRAHAMPUTRA RIVER AT BISWANATH GHAT,ASSAM,RIVER,MONTHLY,26.660261,93.174272,
4005,DISANG RIVER AT NH CROSSING,ASSAM,RIVER,MONTHLY,27.053317,94.67365,
4006,NETAI PUKHURI AT NETAI PUKHURI,ASSAM,POND,MONTHLY,27.208485,94.74042,
4007,GROUND WATER FROM LAKWAH,ASSAM,GROUND WATER,HALF-YEARLY,27.000201,94.83739,
4008,GROUND WATER FROM GELEKY,ASSAM,GROUND WATER,HALF-YEARLY,26.802778,94.698479,
4009,KAPILI RIVER AT D/S NEEPCO,ASSAM,RIVER,MONTHLY,24.922695,92.782494,
4010,LONGALAI RIVER NEAR CALCOM CEMENT PLANT,ASSAM,RIVER,MONTHLY,24.926699,92.752362,
4011,TOCKLAI RIVER NEAR BRIDGE AT JORHAT,ASSAM,RIVER,MONTHLY,26.732834,94.231503,
4012,TUNIA RIVER AT D/S BRPL,ASSAM,RIVER,MONTHLY,26.4214,90.51945,
4303,GROUND WATER FROM SATGAON,ASSAM,GROUND WATER,HALF-YEARLY,26.164973,91.830489,
4327,"GROUND WATER FROM RAILWAY STATION ROAD, ROWTA",ASSAM,GROUND WATER,HALF-YEARLY,26.712883,92.20567,
4328,"GROUND WATER BESIDE MSW DUMPING SITE, DHEKIAJULI",ASSAM,GROUND WATER,HALF-YEARLY,26.70409,92.450585,
4329,LARSING RIVER NEAR LOCL DEPO AT MOINARBOND,ASSAM,RIVER,MONTHLY,24.854133,92.82625,
4330,GROUND WATER NEAR PANGRAM STONE CRASHER CLUSTER,ASSAM,GROUND WATER,HALF-YEARLY,24.883995,92.878914,
4331,DOWNSTREAM OF DHATESHWARI RIVER AT HAILAKANDI,ASSAM,RIVER,MONTHLY,24.679936,92.560945,
4332,DEMOW RIVER DEMOW TOWN,ASSAM,RIVER,MONTHLY,27.130021,94.738353,
4333,GROUND WATER FROM DEMOW WATER SUPPLY DEMOW TOWN,ASSAM,GROUND WATER,HALF-YEARLY,27.126326,94.741545,
4334,"THOWRADOLE PUKHURI, THOWRADOLE G.P. DEMOW BLOCK",ASSAM,POND,MONTHLY,27.083481,94.698397,
4335,"GROUND WATER FROM AMGURI, AMGURI TOWN",ASSAM,GROUND WATER,MONTHLY,26.811289,94.520046,
4336,"BORSILA RIVER AT BORSILA, DEOPANI, NAMTI",ASSAM,RIVER,MONTHLY,26.786797,94.627518,
4337,"KAMALABARI LAKE INSIDE KAMALABARI CHILDREN,S PARK, GELEKY",ASSAM,LAKE,MONTHLY,26.77465,94.6681,
4338,"GROUND WATER FORM TENGA PUKHURI KUKURACHOWA WATER
SUPPLY TENGA PUKHURI",ASSAM,GROUND WATER,HALF-YEARLY,26.930067,94.818487,
4339,"GROUND WATER NEAR NAGAON TOWN PIPE WATER SUPPLY
SCHEME(Z-111), NAGAON",ASSAM,GROUND WATER,HALF-YEARLY,26.350254,92.684866,
4340,"GROUND WATER FROM NAGAON COLLEGE, NAGAON",ASSAM,GROUND WATER,HALF-YEARLY,26.352638,92.706719,
4341,"BARNADI RIVER NEAR BRIDGE, NH-52, DUMUNICHOWKI KAMRUP
(R )",ASSAM,RIVER,MONTHLY,26.348056,91.816389,
4342,"BARALIA RIVER (NEAR CHATPUJA GHAT) RANGIA, KAMRUP (R )",ASSAM,RIVER,MONTHLY,26.437483,91.624267,
4343,BURADIA RIVER (NEAR BRIDGE ALONG NH-31) NALBARI,ASSAM,RIVER,MONTHLY,26.458611,91.395278,
4344,"TIHU RIVER (NEAR BRIDGE ALONG NH-31) TIHU, NALBARI",ASSAM,RIVER,MONTHLY,26.515419,91.264215,
4345,"SINGRA RIVER (NEAR BRIDGE ALONG NH-37) BOKO, KAMRUP (R )",ASSAM,RIVER,MONTHLY,25.943333,91.148889,
30073,DHANSIRI AT BOKAJAN,ASSAM,RIVER,UARTERLY (INTERSTAT,26.017997,93.791264,
30074,DHANSIRI AT NUMALIGARH,ASSAM,RIVER,UARTERLY (INTERSTAT,26.583641,93.755006,
1074,GANGA AT BUXAR,BIHAR,RIVER,MONTHLY,25.573508,83.966669,
1075,"SONE AT KOELWAR, BHOJPUR",BIHAR,RIVER,MONTHLY,25.5753,84.798144,
1076,"GHAGHARA NEAR CHAPRA, RIBILGANJ, SARAN",BIHAR,RIVER,MONTHLY,25.771153,84.654639,
1077,"GANGA AT KURJI, PATNA U/S",BIHAR,RIVER,MONTHLY,25.650869,85.115085,
1078,"GANDAK AT SONEPUR, PATNA (B/C GANGA), SARAN",BIHAR,RIVER,MONTHLY,25.675279,85.189845,
1079,"GANGA AT PATNA D/S (GANGA BRIDGE), GAIGHAT",BIHAR,RIVER,MONTHLY,25.613753,85.204131,
1815,GANGA AT MOKAMA (D/S),BIHAR,RIVER,MONTHLY,25.381441,85.987169,
1816,GANGA AT KAHALGAON,BIHAR,RIVER,MONTHLY,25.267334,87.227318,
1817,"GANGA AT MOKAMA (U/S), MAHADEO ASTHAN, PATNA",BIHAR,RIVER,MONTHLY,25.401104,85.923198,
1818,GANGA RIVER AT MUNGER,BIHAR,RIVER,MONTHLY,25.384978,86.458978,
1819,GANGA RIVER AT BHAGALPUR,BIHAR,RIVER,MONTHLY,25.254387,86.948424,
1820,"SIKRAHNA AT CHANPATIYA, EAST CHAMPARAN",BIHAR,RIVER,MONTHLY,26.960335,84.534192,
1821,DAHA RIVER AT SIWAN,BIHAR,RIVER,MONTHLY,26.222639,84.354122,
1822,"RIVER SIRSIYA AT RAXAUL, EAST CHAMPARAN",BIHAR,RIVER,MONTHLY,26.98375,84.857739,
1823,"DHOUS AT MADHUVAPUR, MADHUBANI",BIHAR,RIVER,MONTHLY,26.410836,86.237178,
1824,"PARMAR AT JOGBANI, ARARIA",BIHAR,RIVER,MONTHLY,26.399461,87.242477,
1825,"BORE WELL WATER AT KATRA BAZAR WATER TANK, MALSALAMI, 
PATNA",BIHAR,GROUND WATER,HALF-YEARLY,25.579122,85.253317,
1826,"BORE WELL WATER AT BHUT NATH ROAD WATER TANK SEC-3, 
KANKARBAGH,PATNA",BIHAR,GROUND WATER,HALF-YEARLY,25.593237,85.174164,
1827,"GROUND WATER FROM TAP WATER COMING FROM OVER HEAD
TANK PMCH CAMPUS, PATNA",BIHAR,GROUND WATER,HALF-YEARLY,25.620924,85.159936,
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD
OFFICE, NEAR HIGH COURT, PATNA",BIHAR,GROUND WATER,HALF-YEARLY,25.609619,85.136893,
1829,"BORE WELL WATER FROM IGIMS CAMPUS, PATNA",BIHAR,GROUND WATER,HALF-YEARLY,25.611612,85.09125,
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITAL
CAMPUS, MUZAFFARPUR",BIHAR,GROUND WATER,HALF-YEARLY,26.122167,85.382451,
1831,"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA, 
MUZAFFARPUR",BIHAR,GROUND WATER,HALF-YEARLY,26.123515,85.378269,
1832,"GROUND WATER NEAR TAP WATER IN CAMPUS OF KALI ASTHAN, 
BEGUSARAI",BIHAR,GROUND WATER,HALF-YEARLY,25.413449,86.139054,
1833,"GROUND WATER NEAR TAP WATER IN CAMPUS OF S.P OFFICE, 
POKHARIA, BEGUSARAI",BIHAR,GROUND WATER,HALF-YEARLY,25.415751,86.135881,
1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL, PURNEA",BIHAR,GROUND WATER,HALF-YEARLY,25.783319,87.466672,
1835,"HAND PUMP WATER NEAR COURT LOWER COURT, PURNEA",BIHAR,GROUND WATER,HALF-YEARLY,25.772242,87.467227,
1836,"HAND PUMP WATER NEAR BUS STAND TILKS MANJHI CHOWK, 
BEGUSARAI",BIHAR,GROUND WATER,HALF-YEARLY,25.419944,86.129972,
1837,GROUND WATER FROM BEGUSARAI,BIHAR,GROUND WATER,HALF-YEARLY,25.419953,86.129981,
1838,"GROUND WATER FROM TAP WATER NEAR VEER KUWAR SINGH 
CHOWK, MUNGER",BIHAR,GROUND WATER,HALF-YEARLY,25.380978,86.465003,
1839,"HAND PUMP WATER IN CAMPUS OF KASTURBA WATER WORKS, 
MUNGER",BIHAR,GROUND WATER,HALF-YEARLY,25.372324,86.471752,
1840,"TAP WATER PHED PUMP HOUSE MAIN ROAD, MOTIHARI",BIHAR,GROUND WATER,HALF-YEARLY,26.649806,84.916775,
1841,"TAP WELL WATER FROM T. MODAL INTER SCHOOL, G.B ROAD, 
GAYA",BIHAR,GROUND WATER,HALF-YEARLY,24.794784,85.007259,
1842,"TAP WATER SAMPLE AT RAMKUND, GAYA",BIHAR,GROUND WATER,HALF-YEARLY,24.795406,84.999433,
1843,"PHED WATER SUPPLY NEAR BUS STAND, RAJGIR",BIHAR,GROUND WATER,HALF-YEARLY,25.017233,85.416189,
1844,"BORE WELL WATER NEAR COMMISSIONARY OFFICE, CHAPRA",BIHAR,GROUND WATER,HALF-YEARLY,25.783556,84.75325,
2551,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,RIVER,MONTHLY,25.576142,83.970428,
2552,"GANGA AT GANDHIGHAT, NIT AT PATNA",BIHAR,RIVER,MONTHLY,25.622179,85.172816,
2553,"GANGA AT KEWALA GHAT,FATUHA, PATNA",BIHAR,RIVER,MONTHLY,25.511611,85.307417,
2554,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,RIVER,MONTHLY,25.257511,86.747053,
2555,"POONPUN AT POONPUN, PATNA",BIHAR,RIVER,MONTHLY,25.627333,85.155472,
2556,"SONE AT INDRAPURI, DEHRI ON SONE, ROHTAS",BIHAR,RIVER,MONTHLY,24.902403,84.2074,
2557,"KAWAR LAKE, BEGUSARAI",BIHAR,LAKE,MONTHLY,25.623756,86.142711,
2558,"HARBORA RIVER AT NARKATIAGANJ, WEST CHAMPARAN",BIHAR,RIVER,MONTHLY,27.105529,84.454541,
2559,"RAMREKHA RIVER AT HARINAGAR, WEST CHAMPARAN",BIHAR,RIVER,MONTHLY,27.170083,84.322471,
2560,"D/S DAHA RIVER AT SASAMUSA, GOPALGANJ",BIHAR,RIVER,MONTHLY,26.520035,84.357095,
2561,"DAHA RIVER AT ITWA BRIDGE, GOPALGANJ",BIHAR,RIVER,MONTHLY,26.223497,84.347097,
2562,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,RIVER,MONTHLY,26.138571,85.388808,
2563,"MANUSMAR RIVER AT RIGA, SITAMARHI",BIHAR,RIVER,MONTHLY,26.576389,85.317222,
2564,"GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA",BIHAR,RIVER,MONTHLY,25.708441,84.889727,
2565,KOSHI RIVER AT KURSHELA AT KATIHAR,BIHAR,RIVER,MONTHLY,25.42082,87.236262,
